gs_long,counts,condition
Atp5mf,1146404.16324952,Turbo2_A
Arpp19,551745.68511843,Turbo2_A
Rab4a,15331673.101945,Turbo2_A
Nudt2,453770.973911414,Turbo2_A
Atp5f1e,5493648.26778911,Turbo2_A
Dynlt3,250665.257082018,Turbo2_A
Cox7b,1732928.68135452,Turbo2_A
Cyb5a,3550480.13887407,Turbo2_A
Usp5,102080017.356342,Turbo2_A
Atp5f1b,7086152.50750946,Turbo2_A
Ctbp2,186536.661096297,Turbo2_A
Slc1a3,121273564.021084,Turbo2_A
Maz,48082.6792977507,Turbo2_A
Wfs1,854259.118293747,Turbo2_A
Fus,3916598.27829136,Turbo2_A
Evc,NA,Turbo2_A
Pcbp3,427513.366747959,Turbo2_A
Pcbp4,578700.868017994,Turbo2_A
Samsn1,2344005.35913613,Turbo2_A
Erp29,NA,Turbo2_A
Eef1d,45510885.6290403,Turbo2_A
Actn4,147419.425790607,Turbo2_A
Slc16a3,NA,Turbo2_A
Rasa2,1910340.10320458,Turbo2_A
Plscr4,NA,Turbo2_A
Eef2,148447649.228328,Turbo2_A
Opa1,2758532.27304239,Turbo2_A
Ptpa,NA,Turbo2_A
Kcnn2,10574356.8714794,Turbo2_A
Kcnn3,5315234.38155577,Turbo2_A
Strn4,17050135.6473018,Turbo2_A
Ctdsp1,NA,Turbo2_A
Btbd1,NA,Turbo2_A
Tbc1d10a,3192764.7603377,Turbo2_A
Tubgcp3,717015.063045869,Turbo2_A
Tnks1bp1,37749303.2642049,Turbo2_A
Vps33b,3261239.6696013,Turbo2_A
Bcl2l13,877261.605183505,Turbo2_A
Cpne2,NA,Turbo2_A
Pcif1,NA,Turbo2_A
Nphp4,NA,Turbo2_A
Rab2b,1360639.02222635,Turbo2_A
Arhgap39,NA,Turbo2_A
Eif5,32561124.2247736,Turbo2_A
Ythdf1,1769298.8991732,Turbo2_A
Inpp5j,371084.184325332,Turbo2_A
Fxyd7,NA,Turbo2_A
Anks1a,7535713.17156223,Turbo2_A
Dock4,26166527.2818698,Turbo2_A
Sash1,71682043.1333331,Turbo2_A
Il1rapl1,NA,Turbo2_A
Arpc4,4863030.51959022,Turbo2_A
Ruvbl1,4071122.25567759,Turbo2_A
Plp1,199212038.444335,Turbo2_A
Pcbp1,68969448.6135413,Turbo2_A
Ppfia3,1805312.44769008,Turbo2_A
Pdxp,NA,Turbo2_A
Nploc4,120293.517577603,Turbo2_A
Actb,573320659.843533,Turbo2_A
Mdga2,351250.337720107,Turbo2_A
Nrgn,1261308.77831329,Turbo2_A
Rac3,6293903.60159748,Turbo2_A
Cdc42,40470594.9622071,Turbo2_A
Eif4a1,21429610.4066349,Turbo2_A
Lzts1,NA,Turbo2_A
Rps20,7136650.26724701,Turbo2_A
Snap25,2875478.04807612,Turbo2_A
Megf8,NA,Turbo2_A
Rab5b,1670066.16917122,Turbo2_A
Chp1,NA,Turbo2_A
Rab10,52564025.0865738,Turbo2_A
Rab8b,9669550.35436171,Turbo2_A
Ube2d3,7423824.36370721,Turbo2_A
Ube2d1,NA,Turbo2_A
Ube2m,10112015.3857829,Turbo2_A
Ube2n,7472.10037028802,Turbo2_A
Actr2,1789296.66672062,Turbo2_A
Actr1a,6311381.62709406,Turbo2_A
Arf3,73583223.5885393,Turbo2_A
Arl1,426844.04605807,Turbo2_A
Ca10,NA,Turbo2_A
Abce1,947588.482640458,Turbo2_A
Rap2b,6232499.89068597,Turbo2_A
Rpl26,1304875.90161103,Turbo2_A
Stx1b,10282619.5447093,Turbo2_A
Psme3,1194831.98954074,Turbo2_A
Rab6b,NA,Turbo2_A
Fgf12,2887016.9616592,Turbo2_A
Rpl27,3737139.92065627,Turbo2_A
Depdc5,78251.896635107,Turbo2_A
Rpl37a,NA,Turbo2_A
Sec61a1,2378737.20429648,Turbo2_A
Arf4,1907002.43047627,Turbo2_A
Lpar1,157441.543884905,Turbo2_A
Cdk5r1,NA,Turbo2_A
Abat,5359988.78109273,Turbo2_A
Copz1,583407.986467308,Turbo2_A
Ufm1,1276606.81432759,Turbo2_A
Dcaf7,NA,Turbo2_A
Wdr5,1516154.62876807,Turbo2_A
Hnrnpk,54124017.9491041,Turbo2_A
Ywhag,46161943.1296242,Turbo2_A
Usp46,573180.062986195,Turbo2_A
Rras2,6862054.0371292,Turbo2_A
Rps7,2093818.50592069,Turbo2_A
Ppp1ca,8309880.74453677,Turbo2_A
Ppp1cb,1798724.09553061,Turbo2_A
Psmc1,938085.744211429,Turbo2_A
Psmc5,3449967.45266756,Turbo2_A
Rps8,8028586.65604709,Turbo2_A
Rps15a,12299510.6547038,Turbo2_A
Ywhae,6427766.34153902,Turbo2_A
Rps14,851185.95864965,Turbo2_A
Rps23,13730272.6770439,Turbo2_A
Rps29,430156.751438811,Turbo2_A
Rps11,31408532.3540972,Turbo2_A
Snrpd1,135034.227842569,Turbo2_A
Snrpd2,2245670.29489656,Turbo2_A
Snrpd3,544236.115450884,Turbo2_A
Arf6,3037844.67317937,Turbo2_A
Psmc6,163257.775721525,Turbo2_A
Kcnab2,3168604.54566227,Turbo2_A
Abi2,1258923.78104581,Turbo2_A
Tsc22d1,642643.12130483,Turbo2_A
Eef1a2,53793235.1128834,Turbo2_A
Rps4x,6377313.22763509,Turbo2_A
Ppp2cb,1503288.91589229,Turbo2_A
Rpl18a,7922694.86853357,Turbo2_A
Ap2s1,4512197.37585506,Turbo2_A
Rhob,6194134.41963014,Turbo2_A
Rps6,7966355.72349537,Turbo2_A
Vsnl1,6026304.34374573,Turbo2_A
H4c1,3413324.66633635,Turbo2_A
Gabra1,11229402.8164979,Turbo2_A
Atp6v1b2,63839823.264434,Turbo2_A
Rab1A,41513738.0103956,Turbo2_A
Rab3c,9599817.83724947,Turbo2_A
Ran,36846231.0771936,Turbo2_A
Rpl23,16639484.8319938,Turbo2_A
Ube2d2,412815.828826168,Turbo2_A
Rps24,544387.998134473,Turbo2_A
Rps26,329215.505696493,Turbo2_A
Gnb1,31877307.9918406,Turbo2_A
Gnb2,195123880.11887,Turbo2_A
Gnb5,14619486.5211343,Turbo2_A
Rpl30,3437250.77648778,Turbo2_A
Cycs,71011452.8341343,Turbo2_A
Rps3,51010727.1218542,Turbo2_A
Rpl32,NA,Turbo2_A
Rpl8,3329544.59355003,Turbo2_A
Pfn1,26665193.2393315,Turbo2_A
Rps27a,126041687.749524,Turbo2_A
Tra2b,NA,Turbo2_A
Rac1,95043492.9964464,Turbo2_A
Pafah1b1,47339552.9751432,Turbo2_A
Rab3a,130150410.708842,Turbo2_A
Hspa8,363562143.396499,Turbo2_A
Vamp3,474204.953295988,Turbo2_A
Tpt1,691103.020848936,Turbo2_A
Mpc1,1576047.3987011,Turbo2_A
Cyth2,426109.720836431,Turbo2_A
Dnaja1,2248544.98973311,Turbo2_A
Hspd1,6012694.36255017,Turbo2_A
Vamp2,NA,Turbo2_A
Eif4e,955290.066475838,Turbo2_A
Gabrb3,681151.563254972,Turbo2_A
Atp6v0c,9101396.13022232,Turbo2_A
Mapk1,248520.514828386,Turbo2_A
Ppp1cc,2762181.86842714,Turbo2_A
Gnas,741830.423237222,Turbo2_A
Ywhaz,24066373.2443045,Turbo2_A
Slc7a10,4723003.65229775,Turbo2_A
Gabrb2,142676.451523167,Turbo2_A
Kcna2,2009460.90812341,Turbo2_A
Kcnab1,NA,Turbo2_A
Crnkl1,NA,Turbo2_A
Hmgb1,7317734.91051036,Turbo2_A
Dynll1,666921.214189609,Turbo2_A
Eif5a,10091805.3952997,Turbo2_A
Kcnj3,1157317.88938098,Turbo2_A
Rps17,2226584.51726102,Turbo2_A
Ube2i,NA,Turbo2_A
Selenow,589987.571396314,Turbo2_A
Prkcg,66202758.3521156,Turbo2_A
Rala,1387230.40014773,Turbo2_A
Rps12,1225281.35574536,Turbo2_A
Rps10,175714.935296534,Turbo2_A
Ppp3ca,48842396.4718841,Turbo2_A
Ppp2ca,88105343.039913,Turbo2_A
Phb,3087412.80505894,Turbo2_A
Csnk2b,162642.40190461,Turbo2_A
Rpl22,7100991.80935328,Turbo2_A
Rack1,43990613.6129624,Turbo2_A
Acta1,18176706.639151,Turbo2_A
Prkacb,32564304.1617553,Turbo2_A
Ywhaq,1174254.86481748,Turbo2_A
Tuba4a,76604021.3122573,Turbo2_A
Tuba1a,1093155442.60304,Turbo2_A
Tubb4b,177888805.266338,Turbo2_A
Prkcb,71087751.9860345,Turbo2_A
Ywhah,3847908.08258267,Turbo2_A
Ranbp9,5826853.3713937,Turbo2_A
Sbds,498095.635365273,Turbo2_A
Hrh1,NA,Turbo2_A
Dlg3,7807202.98576652,Turbo2_A
Pip5k1a,NA,Turbo2_A
Lrig1,530297.833048592,Turbo2_A
Lxn,2408428.4755612,Turbo2_A
Adcyap1r1,4162122.89290654,Turbo2_A
Plxna1,1332644.1890537,Turbo2_A
Plxna3,NA,Turbo2_A
Dcc,NA,Turbo2_A
Chl1,793372.947043717,Turbo2_A
Map2k6,2768753.96072904,Turbo2_A
Nfix,7004135.06696073,Turbo2_A
Pald1,80697.1743663377,Turbo2_A
Pfkfb2,161237.064110866,Turbo2_A
Pkn1,20359455.3825036,Turbo2_A
Pdlim4,25666579.6275053,Turbo2_A
Vamp7,477154.131561452,Turbo2_A
Hdac2,2264796.0501611,Turbo2_A
Mpp1,175270.550347386,Turbo2_A
Pebp1,31919775.2230834,Turbo2_A
Stam,6047664.2358857,Turbo2_A
Stim1,47114522.163744,Turbo2_A
Tial1,1779453.63686606,Turbo2_A
Hnrnph2,207421.110163564,Turbo2_A
Rock1,119603.746166274,Turbo2_A
Rock2,37338588.7822218,Turbo2_A
Smad1,NA,Turbo2_A
Tank,2147571.8638237,Turbo2_A
Hint1,4095222.68301197,Turbo2_A
Elavl1,5972316.1634663,Turbo2_A
Fgf13,NA,Turbo2_A
Rasgrf2,177557.808722455,Turbo2_A
Usp9x,10113085.107147,Turbo2_A
Tp53bp1,579024.657495442,Turbo2_A
Idh3g,2692303.11975071,Turbo2_A
Cdh10,NA,Turbo2_A
Slc8a1,1256223.7837299,Turbo2_A
Slc7a3,NA,Turbo2_A
Erbb2,186510.77200752,Turbo2_A
Rit2,NA,Turbo2_A
Evl,4105468.85609075,Turbo2_A
Slc9a3r1,113663146.529189,Turbo2_A
Stx4,NA,Turbo2_A
Pde7a,NA,Turbo2_A
Naca,2158972.32210551,Turbo2_A
Irf3,1653084.09477678,Turbo2_A
Casp3,1168962.43973348,Turbo2_A
Ctps1,718946.399002135,Turbo2_A
Gaa,399395.492789935,Turbo2_A
Atp8a1,3860427.98896458,Turbo2_A
Cct7,6636487.94211926,Turbo2_A
Cct2,16104094.6517154,Turbo2_A
Cct4,8038317.95766163,Turbo2_A
Cct5,12502510.3267728,Turbo2_A
Cct6a,13878807.882898,Turbo2_A
Cct3,8707893.10064774,Turbo2_A
Stim2,NA,Turbo2_A
Tnik,21848405.4165625,Turbo2_A
Wnk1,6410252.43017202,Turbo2_A
Rpl36a,NA,Turbo2_A
Tubg1,NA,Turbo2_A
Arf5,7616186.78179568,Turbo2_A
Cplx2,1003030.92212019,Turbo2_A
Ap2m1,143997256.49013,Turbo2_A
Rhog,482337.106020376,Turbo2_A
Rpl19,1128882.11256068,Turbo2_A
Srsf3,460662.886334248,Turbo2_A
NA,13817337.261903,Turbo2_A
Adcy5,1199949.93928938,Turbo2_A
Cdh8,NA,Turbo2_A
Nptn,50812489.9752086,Turbo2_A
Csrp1,184457863.431153,Turbo2_A
Rps3a,10268389.7880869,Turbo2_A
Sms,NA,Turbo2_A
Sephs2,674479.166259318,Turbo2_A
Evi5,1208102.97623061,Turbo2_A
Atp1b3,2622458.71816235,Turbo2_A
Psme1,NA,Turbo2_A
G3bp2,1084707.36776134,Turbo2_A
Vps45,2058644.66197839,Turbo2_A
Arhgap5,39548849.399648,Turbo2_A
Ica1,NA,Turbo2_A
Crmp1,91576243.5715335,Turbo2_A
Mprip,4199508.26473758,Turbo2_A
Kcnk2,1004807.13258075,Turbo2_A
Slc30a3,1842260.47884742,Turbo2_A
Fhl1,31239118.700251,Turbo2_A
Smad4,113341.890012161,Turbo2_A
Adcy8,164064.281799169,Turbo2_A
Rgs14,NA,Turbo2_A
Gclc,722630.400020255,Turbo2_A
Adra1b,NA,Turbo2_A
Cpt1a,7829981.9006068,Turbo2_A
Wbp2,667983.244911793,Turbo2_A
Thumpd3,1116450.40372817,Turbo2_A
Grm1,1122553.89299547,Turbo2_A
Gfra1,NA,Turbo2_A
Xrn1,449949.912306414,Turbo2_A
Cxadr,1176782.48852834,Turbo2_A
Alk,NA,Turbo2_A
Sirpa,42240321.3351263,Turbo2_A
Neo1,53667851.9254575,Turbo2_A
Fh,33543.1188044719,Turbo2_A
Pld2,21301219.4049074,Turbo2_A
Pla2g6,1025538.64758048,Turbo2_A
Map4k4,11150259.2803201,Turbo2_A
G3bp1,5946302.54094985,Turbo2_A
Nfib,1292234.25389801,Turbo2_A
Rbbp6,158821.140899206,Turbo2_A
Dab2,352163.059836647,Turbo2_A
Apba2,1071614.89479014,Turbo2_A
Cds1,323053.767069251,Turbo2_A
Gnpat,NA,Turbo2_A
Atp8a2,NA,Turbo2_A
Arvcf,NA,Turbo2_A
Tubb5,2029335477.11775,Turbo2_A
Prdx5,9860240.51878924,Turbo2_A
Stx2,1058809.85579522,Turbo2_A
Il6st,133799.181785572,Turbo2_A
G6pdx,58682139.2636697,Turbo2_A
Hnrnpul2,8705856.81163581,Turbo2_A
Pde1b,4763667.81238804,Turbo2_A
Grin2b,9725876.10912475,Turbo2_A
Egfr,62341633.622769,Turbo2_A
Adra2a,295261.295275314,Turbo2_A
Adcy6,NA,Turbo2_A
Sec23a,6140792.30939807,Turbo2_A
Cacna1c,NA,Turbo2_A
Vcp,76842440.6666237,Turbo2_A
Uba1,26765832.5754916,Turbo2_A
Ctnnb1,45439687.8364366,Turbo2_A
Jup,15738350.5574613,Turbo2_A
Sos2,190964.244348756,Turbo2_A
Nfia,7877921.97971026,Turbo2_A
Epha4,3064394.55777471,Turbo2_A
Mark3,3898201.64180955,Turbo2_A
Epha2,NA,Turbo2_A
Enah,44019754.2406329,Turbo2_A
Atp5f1a,190117924.224478,Turbo2_A
Grin2d,NA,Turbo2_A
Kcnb1,1469002.87674146,Turbo2_A
Kcnd1,241796.579689111,Turbo2_A
Rela,126243.320398889,Turbo2_A
Ckb,52684685.874519,Turbo2_A
Smpd1,NA,Turbo2_A
Nf1,27370941.9711852,Turbo2_A
KRT17,20309187.1572682,Turbo2_A
Yes1,40096748.535885,Turbo2_A
Cdk18,NA,Turbo2_A
Mark2,125474.927920326,Turbo2_A
Hspg2,NA,Turbo2_A
Fabp5,2485163.6605763,Turbo2_A
Ptprg,NA,Turbo2_A
Pc,43955174459.9965,Turbo2_A
Drp2,NA,Turbo2_A
Eml1,331029.257736157,Turbo2_A
Eif5b,624459.487865894,Turbo2_A
Anxa7,107487.657961324,Turbo2_A
Bax,204987.36176426,Turbo2_A
Dmwd,4843967.66818625,Turbo2_A
Calb2,635950.536776897,Turbo2_A
Kcnma1,1538801.17316427,Turbo2_A
Eps8,20215788.6385956,Turbo2_A
Padi2,2038254.12319774,Turbo2_A
Ssrp1,144660.993109003,Turbo2_A
Slc7a1,NA,Turbo2_A
Agbl4,NA,Turbo2_A
Inf2,311128.523178371,Turbo2_A
Unc79,NA,Turbo2_A
Trio,1665106.23969305,Turbo2_A
Slc45a4,NA,Turbo2_A
Vps8,1428603.56703173,Turbo2_A
Dact3,NA,Turbo2_A
Itgb8,10956358.658585,Turbo2_A
Tanc1,125856.188670527,Turbo2_A
Npepps,17503881.5378688,Turbo2_A
Pepd,718474.460542596,Turbo2_A
Relch,4097209.69120095,Turbo2_A
Gspt2,3401371.32035037,Turbo2_A
Kcnc2,NA,Turbo2_A
Map6d1,NA,Turbo2_A
Grm2,2565136.40723197,Turbo2_A
Fam171b,12234983.5707631,Turbo2_A
Dok7,NA,Turbo2_A
Map3k13,NA,Turbo2_A
Cpne9,NA,Turbo2_A
Phactr1,3432109.388128,Turbo2_A
Gsk3a,2928629.90877326,Turbo2_A
Psd3,30705192.1819717,Turbo2_A
Hsdl2,3426165.05663781,Turbo2_A
Trpm1,NA,Turbo2_A
Msto1,205757.844925849,Turbo2_A
Slc39a7,578836.461862789,Turbo2_A
Cnnm3,861948.404918458,Turbo2_A
Acot6,3854711.54709179,Turbo2_A
Osbp,3362961.59393318,Turbo2_A
March5,2462879.33152509,Turbo2_A
Prex2,73748736.2616489,Turbo2_A
Plekhf1,NA,Turbo2_A
Mrpl10,NA,Turbo2_A
Patl1,419901.655120807,Turbo2_A
Fahd2,82605.3274700794,Turbo2_A
Hs1bp3,6236806.80648175,Turbo2_A
Cul4a,502232.58261719,Turbo2_A
Abraxas2,975888.285326619,Turbo2_A
Sppl2b,NA,Turbo2_A
Ppp1r21,437222.402038013,Turbo2_A
Stt3b,NA,Turbo2_A
Hp1bp3,2639629.77819889,Turbo2_A
Rnf157,NA,Turbo2_A
Iqsec3,149158.185229816,Turbo2_A
Lpcat1,3298923.919763,Turbo2_A
Spryd7,747186.526605938,Turbo2_A
Gmps,2446207.98793746,Turbo2_A
Mat2a,3342042.23166788,Turbo2_A
Ric8a,1522631.88310388,Turbo2_A
Pde12,376439.280741793,Turbo2_A
Zc3h15,1094052.42099938,Turbo2_A
Smarca4,555105.661093022,Turbo2_A
Prrc2c,10530629.3466623,Turbo2_A
Trappc10,32773054.0990647,Turbo2_A
Gdpgp1,NA,Turbo2_A
Scrn3,1155805.48763006,Turbo2_A
Tmem38a,1866752.33500787,Turbo2_A
Ccdc102a,425614.772778742,Turbo2_A
Micall2,4118474.95128107,Turbo2_A
Ctdnep1,NA,Turbo2_A
Ankmy2,376031.928710207,Turbo2_A
Pnpla6,455535.891058184,Turbo2_A
Hk3,NA,Turbo2_A
Cblb,733328.340466104,Turbo2_A
Krt2,NA,Turbo2_A
Pbxip1,969088.167996477,Turbo2_A
Tmem63b,NA,Turbo2_A
Pip4p1,391170.030836411,Turbo2_A
Cnnm2,NA,Turbo2_A
Psmd1,13528467.1031088,Turbo2_A
Slc17a7,50749529.2468897,Turbo2_A
Fam131b,NA,Turbo2_A
Aifm3,3844307.82496347,Turbo2_A
Lmtk2,103259.9990413,Turbo2_A
Cybc1,NA,Turbo2_A
Slc25a33,NA,Turbo2_A
Esyt2,1642998.38215054,Turbo2_A
Trappc9,15077610.0410647,Turbo2_A
Khsrp,35817246.5225754,Turbo2_A
Pag1,2218123.78748115,Turbo2_A
Ddb1,1586189.97572139,Turbo2_A
Dennd1b,263957.138931312,Turbo2_A
Mast3,81477.2408321976,Turbo2_A
Rnf149,NA,Turbo2_A
Sec24a,7746582.44287577,Turbo2_A
Ctu2,2086354.64062955,Turbo2_A
Gse1,NA,Turbo2_A
Ulk3,NA,Turbo2_A
Hectd3,92648.0079757488,Turbo2_A
Lbr,412322.937085194,Turbo2_A
Qrich1,112933.669714263,Turbo2_A
Ttll12,569627.907932265,Turbo2_A
Wdr41,988619.37271742,Turbo2_A
NA,3249077.86946779,Turbo2_A
Ube2z,NA,Turbo2_A
Puf60,2449838.26200029,Turbo2_A
Zyg11b,104733.032014708,Turbo2_A
Garem1,308175.064816647,Turbo2_A
Wdr19,NA,Turbo2_A
Hdhd2,168880.613335878,Turbo2_A
Arfgef3,357476.16941022,Turbo2_A
Sdk1,NA,Turbo2_A
Dip2b,12167392.5684264,Turbo2_A
Wnk2,13431251.7657271,Turbo2_A
Limch1,59092495.168824,Turbo2_A
Plxnd1,NA,Turbo2_A
Shisa6,NA,Turbo2_A
Nt5dc3,840959.254610243,Turbo2_A
Dab2ip,NA,Turbo2_A
Adgrb1,12641381.1477641,Turbo2_A
Gfod1,133507.489206501,Turbo2_A
Snx27,11248788.9791067,Turbo2_A
Agap2,9723627.39164162,Turbo2_A
Pitpnm3,314178.41882646,Turbo2_A
Slc22a23,399234.655215471,Turbo2_A
Aak1,55853526.7511893,Turbo2_A
Slc2a13,665349.564373941,Turbo2_A
Tenm4,442076.746958569,Turbo2_A
Camkv,12146890.5797347,Turbo2_A
Dop1b,1937488.35442814,Turbo2_A
Nol8,NA,Turbo2_A
Pdap1,4550922.17741856,Turbo2_A
Arhgap17,838346.03166381,Turbo2_A
Plekha7,350695.303673971,Turbo2_A
Cnep1r1,NA,Turbo2_A
Edc4,8754244.20285508,Turbo2_A
Usp19,2291904.58099181,Turbo2_A
Gtpbp2,NA,Turbo2_A
NA,3261628.21979828,Turbo2_A
Rmdn3,570281.457862918,Turbo2_A
Smu1,1161166.95946956,Turbo2_A
Pak6,NA,Turbo2_A
Mccc2,13785437.2514208,Turbo2_A
Gpd1l,232899.741401403,Turbo2_A
Cog7,18231.8601302989,Turbo2_A
Smcr8,3421968.11452276,Turbo2_A
Ankrd27,209397.760327345,Turbo2_A
Mcu,6786727.79119998,Turbo2_A
Ppp1r12c,2854274.96767258,Turbo2_A
Lclat1,NA,Turbo2_A
Usp30,452487.901188077,Turbo2_A
Gpr162,NA,Turbo2_A
Gprin1,39264952.7160489,Turbo2_A
Cryzl2,446299.824332498,Turbo2_A
Prrc1,1064351.50393494,Turbo2_A
Arhgef40,530969.100198125,Turbo2_A
Sec31a,16789515.3947495,Turbo2_A
Fcho2,2394790.33803932,Turbo2_A
Tgfbrap1,248523.51513617,Turbo2_A
Lingo2,NA,Turbo2_A
Plcl1,NA,Turbo2_A
Insyn2a,NA,Turbo2_A
Fchsd2,75378.7426174288,Turbo2_A
Sorbs2,10601050.6450854,Turbo2_A
Cdkl5,NA,Turbo2_A
MAP11,830895.296587162,Turbo2_A
Cdc42bpa,20480723.0993623,Turbo2_A
Tbc1d24,14894657.9949911,Turbo2_A
Them4,1923789.8296519,Turbo2_A
Strada,NA,Turbo2_A
Pgap1,1972234.3120361,Turbo2_A
Pdp1,NA,Turbo2_A
Ksr2,NA,Turbo2_A
Fam91a1,204230.752036851,Turbo2_A
Ermp1,565730.068108017,Turbo2_A
Vps51,604678.152389073,Turbo2_A
Slc30a10,986756.049232502,Turbo2_A
Grm5,17784746.1910383,Turbo2_A
Tubal3,NA,Turbo2_A
Ankrd13c,NA,Turbo2_A
Fam81a,NA,Turbo2_A
Macrod2,NA,Turbo2_A
Rgl3,438678.870929327,Turbo2_A
Prr7,NA,Turbo2_A
Nt5c2,5827187.85054519,Turbo2_A
Elmod1,NA,Turbo2_A
Afg1l,NA,Turbo2_A
Pacs2,5095154.19775948,Turbo2_A
Carmil2,NA,Turbo2_A
Vezt,NA,Turbo2_A
Stox2,NA,Turbo2_A
Shank3,12892380.3590849,Turbo2_A
Fam189a2,NA,Turbo2_A
Abl2,9150373.05056959,Turbo2_A
Oxr1,5722577.09565395,Turbo2_A
Unc13a,4254627.21621815,Turbo2_A
Plch1,NA,Turbo2_A
Arap1,9633376.96366341,Turbo2_A
Odr4,1622670.69919658,Turbo2_A
Trp53i11,NA,Turbo2_A
Xirp2,61644.5243425462,Turbo2_A
Dscaml1,NA,Turbo2_A
Cdv3,8248406.76129202,Turbo2_A
Snx33,289821.091472,Turbo2_A
Tmem65,205352.784153371,Turbo2_A
Tapt1,630056.502528044,Turbo2_A
Phactr4,15359011.8617206,Turbo2_A
Ankrd28,3285492.80213769,Turbo2_A
Pla2g4e,NA,Turbo2_A
Spire1,7206924.11782105,Turbo2_A
Ddx46,7025243.47480073,Turbo2_A
Thrap3,8754199.75982168,Turbo2_A
Scn2b,703304.271153761,Turbo2_A
Deptor,NA,Turbo2_A
Tab3,NA,Turbo2_A
Spag9,37501282.6586574,Turbo2_A
Pex1,742117.066098394,Turbo2_A
Tut7,499651.925307386,Turbo2_A
Stxbp5l,1997272.74540763,Turbo2_A
Slc4a10,3531641.60929718,Turbo2_A
Psd,671121.329954387,Turbo2_A
Jcad,918670.000982839,Turbo2_A
Kctd16,10426493.4104318,Turbo2_A
Iqsec2,590828.334130852,Turbo2_A
Ipcef1,NA,Turbo2_A
Spata13,NA,Turbo2_A
Prkaa1,1000459.17216972,Turbo2_A
Tmem256,412175.958971726,Turbo2_A
Nufip2,5090082.80341682,Turbo2_A
Taok1,NA,Turbo2_A
Mlip,162063.886950278,Turbo2_A
Slc39a12,64800841.9269959,Turbo2_A
Cemip2,NA,Turbo2_A
Arhgap1,12085496.9523846,Turbo2_A
Xkr7,NA,Turbo2_A
Xkr4,78349614.350579,Turbo2_A
Vps13a,158285.254233945,Turbo2_A
C2cd4cC2CD4,NA,Turbo2_A
Slc25a51,336930.959643545,Turbo2_A
Cnrip1,22278293.615074,Turbo2_A
Sdr39u1,448066.267325072,Turbo2_A
Trappc1,NA,Turbo2_A
Crad,627357.27479325,Turbo2_A
Diras2,15987259.5061408,Turbo2_A
Heatr5a,155038.636081442,Turbo2_A
Osbp2,1061066.1259388,Turbo2_A
Cdh12,NA,Turbo2_A
Brsk1,NA,Turbo2_A
Ccdc88a,45269480.2704488,Turbo2_A
Ccdc85a,750580.850148039,Turbo2_A
Cyfip2,68107234.7510511,Turbo2_A
Tom1l2,5731315.40642126,Turbo2_A
Dhrs13,NA,Turbo2_A
Zzef1,988418.693394496,Turbo2_A
Abr,165070442.218217,Turbo2_A
Arhgap44,570023.246424433,Turbo2_A
Tns3,48544238.288288,Turbo2_A
Ankrd40,392551.454591405,Turbo2_A
Pfas,5717839.70248449,Turbo2_A
Synrg,26866581.9351495,Turbo2_A
Rap1gap2,3997037.38019525,Turbo2_A
Tbc1d9b,2779697.85325571,Turbo2_A
Cluh,12364776.0624382,Turbo2_A
Mks1,NA,Turbo2_A
Ssh2,316593.92162728,Turbo2_A
Acaca,700703284.802732,Turbo2_A
Myh1,344500.066051013,Turbo2_A
Wwc1,12717324.2102087,Turbo2_A
Specc1,22160181.7877399,Turbo2_A
Myo1d,NA,Turbo2_A
Kiaa0100,4641976.68369574,Turbo2_A
Rabl6,1191968.83110236,Turbo2_A
Dnajc11,4332510.51776826,Turbo2_A
Dyrk2,NA,Turbo2_A
Wdr34,158347.691830545,Turbo2_A
Hykk,304012.454489105,Turbo2_A
Acbd5,21479146.4550541,Turbo2_A
Lmtk3,NA,Turbo2_A
Arcn1,39478142.0249082,Turbo2_A
Rnf123,405571.213343034,Turbo2_A
Zdhhc20,NA,Turbo2_A
Zdhhc18,NA,Turbo2_A
Zdhhc23,NA,Turbo2_A
Zdhhc8,NA,Turbo2_A
Sema5b,NA,Turbo2_A
Mast2,NA,Turbo2_A
Ogdh,47937765.0536885,Turbo2_A
Cttn,115009237.373568,Turbo2_A
Kcnh1,NA,Turbo2_A
Myl6,563894.348711687,Turbo2_A
Adora1,NA,Turbo2_A
Icam5,4175953.49798146,Turbo2_A
Nr2f1,NA,Turbo2_A
Flot2,7061505.74155276,Turbo2_A
Hnrnpd,5029168.33164664,Turbo2_A
Ppp5c,28834189.2384798,Turbo2_A
Psmb6,NA,Turbo2_A
Map3k12,NA,Turbo2_A
Slc27a1,1961447.03510074,Turbo2_A
Tcf4,87907.1606459529,Turbo2_A
Slc30a1,10780653.062821,Turbo2_A
Khdrbs1,1871730.94012864,Turbo2_A
Igf1r,NA,Turbo2_A
Gcdh,NA,Turbo2_A
Stxbp3,7375615.71612363,Turbo2_A
Cldn11,1662968.04651832,Turbo2_A
Gas7,883028.109356967,Turbo2_A
Rasa3,33377426.0529406,Turbo2_A
Traf3,825228.989684708,Turbo2_A
Mertk,14921665.5587303,Turbo2_A
Akt2,25439832.3153261,Turbo2_A
Ppp1r1b,8527731.08241742,Turbo2_A
Dvl2,77990.8879116338,Turbo2_A
Serpinb6,2481126.22536307,Turbo2_A
Stip1,10336966.8731128,Turbo2_A
Caprin1,1227557.72284387,Turbo2_A
Reep5,2912079.39767445,Turbo2_A
Arhgef2,5457294.88845236,Turbo2_A
