GeneSymbol,FC,pval,BioID,cell
Vps26b,7.26,0.0135,NL2,Astrocyte
Sowahc,1.25,0.42,NL2,Astrocyte
Tmx4,3.92,0.028,NL2,Astrocyte
Wdr59,-1.15,0.574,NL2,Astrocyte
Asrgl1,7.01,0.000645,NL2,Astrocyte
Coro2a,1.54,0.0966,NL2,Astrocyte
Zhx3,-2.65,0.0217,NL2,Astrocyte
Sipa1l1,1.73,0.0561,NL2,Astrocyte
Lnpep,-3.99,0.0475,NL2,Astrocyte
Cpne1,2.45,0.0143,NL2,Astrocyte
Prepl,4.4,0.0143,NL2,Astrocyte
Frs2,1.18,0.516,NL2,Astrocyte
Thop1,-1.28,0.365,NL2,Astrocyte
Camsap2,-1.46,0.0697,NL2,Astrocyte
Septin11,2.55,0.0219,NL2,Astrocyte
Tmem120a,-4.53,0.0965,NL2,Astrocyte
Ccz1,3.8,0.0157,NL2,Astrocyte
Washc5,-1.44,0.349,NL2,Astrocyte
Rbm14,-1.52,0.126,NL2,Astrocyte
Fam120c,1.24,0.352,NL2,Astrocyte
Gpr158,2.4,0.0328,NL2,Astrocyte
Eri3,8.7,0.0026,NL2,Astrocyte
Lmbrd2,1.77,0.163,NL2,Astrocyte
Rae1,7.43,0.00432,NL2,Astrocyte
Nadk2,-1.45,0.0417,NL2,Astrocyte
Clmn,-1.62,0.0632,NL2,Astrocyte
Tbcel,4.11,0.00219,NL2,Astrocyte
Septin10,4.52,0.0413,NL2,Astrocyte
Vps52,3.25,0.00619,NL2,Astrocyte
Crbn,3.38,0.00406,NL2,Astrocyte
Cstf2t,-1.13,0.555,NL2,Astrocyte
Trim9,4.62,0.0101,NL2,Astrocyte
Uba6,1.96,0.0688,NL2,Astrocyte
Emc1,1.36,0.261,NL2,Astrocyte
Myef2,1.46,0.066,NL2,Astrocyte
Itch,2.74,0.0159,NL2,Astrocyte
Uba3,1.08,0.947,NL2,Astrocyte
Scai,4.13,0.0297,NL2,Astrocyte
Ank2,-1.04,0.805,NL2,Astrocyte
Elfn1,-2,0.0585,NL2,Astrocyte
Pde10a,4.15,0.00275,NL2,Astrocyte
Pgm2l1,3.94,0.0254,NL2,Astrocyte
Castor2,2.84,0.07,NL2,Astrocyte
Nhsl1,1.46,0.174,NL2,Astrocyte
Iba57,1.08,0.683,NL2,Astrocyte
Immt,2.94,0.0171,NL2,Astrocyte
Acat2,2.14,0.0323,NL2,Astrocyte
Wdr37,2.76,0.0498,NL2,Astrocyte
Mfsd6,-1.76,0.825,NL2,Astrocyte
Abi1,2.37,0.0146,NL2,Astrocyte
Dctn4,1.37,0.144,NL2,Astrocyte
Synpo,-1.26,0.496,NL2,Astrocyte
Vps53,-1.89,0.186,NL2,Astrocyte
Prpf31,-1.81,0.108,NL2,Astrocyte
Amer2,1.18,0.398,NL2,Astrocyte
Bcas3,4.66,0.0184,NL2,Astrocyte
Nemf,-1.31,0.432,NL2,Astrocyte
Tceal5,1.18,0.375,NL2,Astrocyte
Inpp5f,-1.66,0.0631,NL2,Astrocyte
Vcpip1,-1.65,0.0182,NL2,Astrocyte
Txnl1,1.6,0.205,NL2,Astrocyte
Tab1,-3.36,0.0355,NL2,Astrocyte
Scyl2,1.17,0.436,NL2,Astrocyte
Nedd4l,2.49,0.0295,NL2,Astrocyte
Polr2b,-1.35,0.397,NL2,Astrocyte
Wdr24,1.36,0.24,NL2,Astrocyte
Rfk,3.36,0.0105,NL2,Astrocyte
Akr7a2,-3.04,0.0352,NL2,Astrocyte
Tp53bp2,-1.14,0.561,NL2,Astrocyte
Ppm1f,1.03,0.81,NL2,Astrocyte
Eprs,2.12,0.00478,NL2,Astrocyte
Rgs12,8.54,0.0115,NL2,Astrocyte
Wdr47,3.8,0.0199,NL2,Astrocyte
Tcerg1,-6.44,0.0146,NL2,Astrocyte
Lonp1,6.92,0.0198,NL2,Astrocyte
Gnal,5.94,0.0218,NL2,Astrocyte
Adgrb2,-3.96,0.0308,NL2,Astrocyte
Calcoco1,-2.99,0.142,NL2,Astrocyte
Ogt,3.92,0.00395,NL2,Astrocyte
Cherp,-2.7,0.0409,NL2,Astrocyte
Sugp2,-2.59,0.0301,NL2,Astrocyte
Ccar1,-4.29,0.0307,NL2,Astrocyte
Sltm,-2.47,0.103,NL2,Astrocyte
Nav1,-4.75,0.0318,NL2,Astrocyte
Synj1,3.07,0.0349,NL2,Astrocyte
Phlpp1,1.36,0.641,NL2,Astrocyte
Rapgef2,2.42,0.0357,NL2,Astrocyte
Septin8,2.59,0.0333,NL2,Astrocyte
Mboat7,-2.08,0.173,NL2,Astrocyte
Pym1,2.72,0.0391,NL2,Astrocyte
Fbxo4,3.98,0.0888,NL2,Astrocyte
Vps37a,-2.53,0.0122,NL2,Astrocyte
Ngef,1.86,0.0408,NL2,Astrocyte
Epn2,2.11,0.0146,NL2,Astrocyte
Rftn2,2.18,0.00557,NL2,Astrocyte
Pdlim5,1.42,0.0754,NL2,Astrocyte
Steap3,1.62,0.139,NL2,Astrocyte
Vps50,-1.38,0.296,NL2,Astrocyte
Pygb,-2.32,0.00927,NL2,Astrocyte
Osbpl11,1.82,0.0373,NL2,Astrocyte
Fermt2,1.41,0.0989,NL2,Astrocyte
Copa,1.41,0.0664,NL2,Astrocyte
Prmt5,2.75,0.0102,NL2,Astrocyte
Pak2,-1.26,0.277,NL2,Astrocyte
Dock3,-1.33,0.036,NL2,Astrocyte
Tbce,-2.15,0.206,NL2,Astrocyte
Mical3,1.7,0.0386,NL2,Astrocyte
Stau2,1.16,0.565,NL2,Astrocyte
Ago1,-1.2,0.59,NL2,Astrocyte
Plxnb1,2.47,0.0193,NL2,Astrocyte
Hmgcs1,-1.31,0.293,NL2,Astrocyte
Acad9,-7.14,0.00996,NL2,Astrocyte
Syn3,2.82,0.00834,NL2,Astrocyte
Eif3b,1.91,0.0618,NL2,Astrocyte
Slc4a8,-1.46,0.0778,NL2,Astrocyte
Slc25a1,2.89,0.0347,NL2,Astrocyte
Adgrl2,-2.49,0.0241,NL2,Astrocyte
Spata2,-1.4,0.148,NL2,Astrocyte
Fnbp1l,-4.69,0.0554,NL2,Astrocyte
Bclaf1,-3.86,0.0143,NL2,Astrocyte
Scamp1,2.52,0.0112,NL2,Astrocyte
Faim2,2.45,0.00163,NL2,Astrocyte
Cyp51a1,-1.2,0.655,NL2,Astrocyte
Gmds,1.43,0.267,NL2,Astrocyte
Cdk17,1.62,0.00728,NL2,Astrocyte
Gfm1,1.51,0.111,NL2,Astrocyte
Tbc1d23,-2.04,0.038,NL2,Astrocyte
Eipr1,-2.84,0.186,NL2,Astrocyte
Zbtb20,5.32,0.00639,NL2,Astrocyte
Arhgap18,-3.37,0.0238,NL2,Astrocyte
Phyhip,2.85,0.0923,NL2,Astrocyte
Rtn1,1.95,0.133,NL2,Astrocyte
Katnal1,-8.68,0.0458,NL2,Astrocyte
Hspa12a,3.65,0.0251,NL2,Astrocyte
Plekho2,1.06,0.911,NL2,Astrocyte
Kiaa0319l,1.13,0.848,NL2,Astrocyte
Pdxk,3.12,0.0174,NL2,Astrocyte
Cc2d1a,-1.29,0.199,NL2,Astrocyte
Alkbh3,-1.77,0.282,NL2,Astrocyte
Tdrd7,-1.07,0.662,NL2,Astrocyte
Dnm1l,-1.96,0.0138,NL2,Astrocyte
Pnpla8,-1.98,0.0502,NL2,Astrocyte
Spats2,1.03,0.697,NL2,Astrocyte
Nek9,-2.83,0.00182,NL2,Astrocyte
Wdr11,-1.19,0.486,NL2,Astrocyte
Pacs1,2.28,0.0325,NL2,Astrocyte
Abcf3,-1.57,0.0481,NL2,Astrocyte
Fn3krp,2.01,0.055,NL2,Astrocyte
Sdha,3.53,0.0306,NL2,Astrocyte
Hacd3,3.81,0.0149,NL2,Astrocyte
Edc3,-2.82,0.00459,NL2,Astrocyte
Otud6b,-2.46,0.07,NL2,Astrocyte
Rell1,-3.14,0.114,NL2,Astrocyte
Agfg1,-2,0.00333,NL2,Astrocyte
Trappc12,9.31,0.00192,NL2,Astrocyte
Slc38a1,4.29,0.0193,NL2,Astrocyte
Ipo11,-2.37,0.184,NL2,Astrocyte
Matr3,2.15,0.0618,NL2,Astrocyte
Champ1,-1.95,0.128,NL2,Astrocyte
Inpp5b,-2.89,0.0309,NL2,Astrocyte
Atat1,2.12,0.00802,NL2,Astrocyte
Dennd1a,2.5,0.0234,NL2,Astrocyte
Rab15,3.37,0.00703,NL2,Astrocyte
Plcl2,1.75,0.0521,NL2,Astrocyte
Lzic,-2.05,0.18,NL2,Astrocyte
Appl2,-1.62,0.0399,NL2,Astrocyte
Appl1,1.06,0.764,NL2,Astrocyte
Ndufs8,5.43,0.0112,NL2,Astrocyte
Babam2,-1.1,0.608,NL2,Astrocyte
Pom121,-2.83,0.0621,NL2,Astrocyte
Stxbp5,2.83,0.0633,NL2,Astrocyte
Lgi3,3.72,0.0363,NL2,Astrocyte
Ablim1,1.39,0.0486,NL2,Astrocyte
Hecw1,4.47,0.00695,NL2,Astrocyte
Rptor,1.16,0.521,NL2,Astrocyte
Pitpnc1,2.72,0.00175,NL2,Astrocyte
Agpat4,2.83,0.0264,NL2,Astrocyte
Naxe,4.11,0.044,NL2,Astrocyte
Sf3a1,-2.3,0.00399,NL2,Astrocyte
Slc8a2,4.05,0.0385,NL2,Astrocyte
KRT78,4.61,0.0246,NL2,Astrocyte
Ahsa2,7.73,0.103,NL2,Astrocyte
Hibch,1.64,0.264,NL2,Astrocyte
Acat1,4.3,0.0351,NL2,Astrocyte
Eif3l,1.29,0.0384,NL2,Astrocyte
Mapre2,1.3,0.337,NL2,Astrocyte
Aimp2,1.46,0.307,NL2,Astrocyte
Gspt1,5.62,0.0182,NL2,Astrocyte
Hnrnpl,2.02,0.0637,NL2,Astrocyte
Tceal3,-1,0.753,NL2,Astrocyte
Kiaa0513,1.01,0.577,NL2,Astrocyte
Gga1,1.04,0.748,NL2,Astrocyte
Iqsec1,3.35,0.0226,NL2,Astrocyte
Cacul1,-1.74,0.244,NL2,Astrocyte
Sgpl1,1.92,0.462,NL2,Astrocyte
Aldh1l1,1.3,0.318,NL2,Astrocyte
Slc25a42,-1.49,0.0574,NL2,Astrocyte
Flad1,-1.59,0.309,NL2,Astrocyte
Sccpdh,2.95,0.000991,NL2,Astrocyte
Syngr3,3.81,0.0198,NL2,Astrocyte
Dock7,1.23,0.158,NL2,Astrocyte
Eif3c,1.08,0.94,NL2,Astrocyte
Cplx3,3.55,0.0177,NL2,Astrocyte
Nudcd3,-1.41,0.363,NL2,Astrocyte
Dync1li1,-1.67,0.114,NL2,Astrocyte
Chmp7,1.6,0.207,NL2,Astrocyte
Spart,1.46,0.0384,NL2,Astrocyte
Rnf121,-5.21,0.0556,NL2,Astrocyte
Ap3m2,2.55,0.0248,NL2,Astrocyte
Seh1l,4.15,0.00285,NL2,Astrocyte
Abhd6,1.93,0.0312,NL2,Astrocyte
Ptrh2,2.35,0.0605,NL2,Astrocyte
Vps18,-2.65,0.0645,NL2,Astrocyte
Pspc1,1.96,0.0582,NL2,Astrocyte
Rab11fip5,1.29,0.239,NL2,Astrocyte
Igsf8,4.36,0.0207,NL2,Astrocyte
Wipi1,1.88,0.000147,NL2,Astrocyte
Mboat2,2.87,0.114,NL2,Astrocyte
Ppp6r2,-5.36,0.000452,NL2,Astrocyte
Exoc1,1.15,0.492,NL2,Astrocyte
Stxbp6,1.83,0.153,NL2,Astrocyte
Sh3glb2,1.77,0.208,NL2,Astrocyte
Cadm4,2.05,0.00987,NL2,Astrocyte
Rufy2,1.3,0.429,NL2,Astrocyte
Purg,1.09,0.888,NL2,Astrocyte
Ntng1,4.69,0.0166,NL2,Astrocyte
Arhgef12,-1.6,0.0294,NL2,Astrocyte
Luzp1,-1.87,0.0896,NL2,Astrocyte
Rbm12,-3.2,0.00676,NL2,Astrocyte
Mib2,1.79,0.0436,NL2,Astrocyte
Sh3kbp1,-1.36,0.165,NL2,Astrocyte
Snap47,2.33,0.0235,NL2,Astrocyte
Prpsap2,1.37,0.295,NL2,Astrocyte
Apbb1ip,-5.31,0.0526,NL2,Astrocyte
Usp15,-2.07,0.00147,NL2,Astrocyte
Wasf1,3.25,0.0272,NL2,Astrocyte
Arl6ip5,2.64,0.00234,NL2,Astrocyte
Vps39,-2.58,0.0074,NL2,Astrocyte
Cadm1,1.99,0.0363,NL2,Astrocyte
Tmx1,4.14,0.00715,NL2,Astrocyte
Aspscr1,1.48,0.0434,NL2,Astrocyte
Mpdz,1.86,0.013,NL2,Astrocyte
Clptm1,3.84,0.0146,NL2,Astrocyte
Rmc1,9.33,0.00265,NL2,Astrocyte
Ndc1,3.02,0.00533,NL2,Astrocyte
Mavs,-3.91,0.00381,NL2,Astrocyte
Ubxn4,2.2,0.68,NL2,Astrocyte
Ncln,-1.76,0.131,NL2,Astrocyte
Cth,-1.69,0.25,NL2,Astrocyte
Rnpep,2.12,0.0389,NL2,Astrocyte
Acsf2,-2.01,0.106,NL2,Astrocyte
Gripap1,-1.1,0.57,NL2,Astrocyte
Sgip1,1.92,0.0754,NL2,Astrocyte
Pik3r4,1.42,0.282,NL2,Astrocyte
Hip1,1.57,0.0618,NL2,Astrocyte
Myh9,1.05,0.72,NL2,Astrocyte
Hdlbp,-2.46,0.00185,NL2,Astrocyte
Psmd2,1.48,0.0922,NL2,Astrocyte
Hnrnpul1,4.22,0.0405,NL2,Astrocyte
Atp1a1,3.56,0.0258,NL2,Astrocyte
Mical1,-1.7,0.0291,NL2,Astrocyte
Ccar2,-2.09,0.111,NL2,Astrocyte
Cdipt,3.58,0.0363,NL2,Astrocyte
Ptgr2,3.82,0.00308,NL2,Astrocyte
Sirt2,4.14,0.00256,NL2,Astrocyte
Zdhhc5,-2.38,0.117,NL2,Astrocyte
Mtmr6,-1.2,0.341,NL2,Astrocyte
Mios,-1.83,0.059,NL2,Astrocyte
Gdap1l1,5,0.0214,NL2,Astrocyte
Rcc1,-4.88,0.0398,NL2,Astrocyte
Oxnad1,7.82,0.00714,NL2,Astrocyte
Uba5,-1.65,0.18,NL2,Astrocyte
Paip1,1.9,0.0449,NL2,Astrocyte
Fam114a2,-1.11,0.71,NL2,Astrocyte
Srsf4,2.92,0.111,NL2,Astrocyte
Lgalsl,1.44,0.196,NL2,Astrocyte
Lmcd1,-1.23,0.265,NL2,Astrocyte
Rpa1,-1.5,0.171,NL2,Astrocyte
Exd2,-1.01,0.81,NL2,Astrocyte
Arl8a,3.58,0.0143,NL2,Astrocyte
Epm2aip1,2.13,0.0761,NL2,Astrocyte
Vps4a,-2.37,0.011,NL2,Astrocyte
Hnrnpu,1.71,0.217,NL2,Astrocyte
Slc25a3,3.66,0.0179,NL2,Astrocyte
Sec63,2.51,0.0456,NL2,Astrocyte
Amot,2.18,0.041,NL2,Astrocyte
Agap3,2.89,0.0315,NL2,Astrocyte
Wasf3,-1.69,0.0125,NL2,Astrocyte
Mark1,5.41,0.028,NL2,Astrocyte
Caskin2,1.82,0.0115,NL2,Astrocyte
Mlc1,4.52,0.000508,NL2,Astrocyte
Dhx36,-1.01,0.895,NL2,Astrocyte
Setd7,-2.63,0.0539,NL2,Astrocyte
Acot11,3.49,0.00571,NL2,Astrocyte
Gatad2b,-3.56,0.00398,NL2,Astrocyte
Cacng8,3.45,0.0155,NL2,Astrocyte
Pxn,1.54,0.211,NL2,Astrocyte
Lrp4,4.19,0.00427,NL2,Astrocyte
Pcnx3,1.8,0.1,NL2,Astrocyte
Sfpq,-1.43,0.0963,NL2,Astrocyte
Ciapin1,-1.72,0.177,NL2,Astrocyte
Impa2,4.27,0.0344,NL2,Astrocyte
Wdr13,2.67,0.0334,NL2,Astrocyte
Acot7,3.9,0.0133,NL2,Astrocyte
Slc12a5,2.8,0.0626,NL2,Astrocyte
Nrbp2,-1.71,0.172,NL2,Astrocyte
Rab14,3.04,0.00707,NL2,Astrocyte
Sfxn3,3,0.0181,NL2,Astrocyte
Isoc1,-1.49,0.111,NL2,Astrocyte
Acly,1.72,0.119,NL2,Astrocyte
Eif4a3,6.64,0.0322,NL2,Astrocyte
Ghitm,2.33,0.00637,NL2,Astrocyte
Ndufs1,4.2,0.00118,NL2,Astrocyte
Slc27a4,3.2,0.0753,NL2,Astrocyte
Snx9,-2.86,0.0192,NL2,Astrocyte
Stk38,-2.27,0.0208,NL2,Astrocyte
Itm2c,4.21,0.00627,NL2,Astrocyte
Chchd6,4.23,0.0846,NL2,Astrocyte
Atp5f1c,3.24,0.00861,NL2,Astrocyte
Ddx1,1.02,0.99,NL2,Astrocyte
Map1lc3a,3.13,0.0801,NL2,Astrocyte
Farp2,-1.41,0.155,NL2,Astrocyte
Golga4,-1.56,0.0312,NL2,Astrocyte
Ubap2,1.19,0.242,NL2,Astrocyte
Znf622,-2.51,0.0149,NL2,Astrocyte
Smap1,1.04,0.981,NL2,Astrocyte
Tdrd3,-1.08,0.736,NL2,Astrocyte
Ncoa5,5.02,6.42e-05,NL2,Astrocyte
Csde1,2.33,0.00629,NL2,Astrocyte
Vps11,1.58,0.0264,NL2,Astrocyte
Man2c1,2.58,0.0292,NL2,Astrocyte
Cdc42ep1,2.91,0.0189,NL2,Astrocyte
Setd3,1.48,0.299,NL2,Astrocyte
Acsl6,2.95,0.00149,NL2,Astrocyte
Elp2,1.76,0.119,NL2,Astrocyte
Frs3,-1.1,0.747,NL2,Astrocyte
Fubp1,-3.38,0.00501,NL2,Astrocyte
Eif3h,1.83,0.092,NL2,Astrocyte
Strbp,-2.09,0.0448,NL2,Astrocyte
Eva1a,1.55,0.159,NL2,Astrocyte
Yars,-1.18,0.404,NL2,Astrocyte
Cisd1,2.81,0.0332,NL2,Astrocyte
Cbs,-1.37,0.18,NL2,Astrocyte
As3mt,-1.37,0.0599,NL2,Astrocyte
Crtc3,-1.55,0.251,NL2,Astrocyte
Ncald,6.11,0.00457,NL2,Astrocyte
Vps36,-1.42,0.382,NL2,Astrocyte
Osbpl1a,2.67,0.0545,NL2,Astrocyte
Dlg2,3.02,0.00787,NL2,Astrocyte
Pip4k2c,-1.98,0.0422,NL2,Astrocyte
Basp1,1.07,0.802,NL2,Astrocyte
Pcdhga4,4.93,0.000726,NL2,Astrocyte
Aldob,2.21,0.361,NL2,Astrocyte
Dcp1a,-10.7,0.0125,NL2,Astrocyte
Wasl,1.5,0.0389,NL2,Astrocyte
Ipo9,-2.45,0.00142,NL2,Astrocyte
Asl,1.39,0.168,NL2,Astrocyte
Arhgap35,-1.58,0.0242,NL2,Astrocyte
L2hgdh,3.44,0.0135,NL2,Astrocyte
Csdc2,-2.75,0.022,NL2,Astrocyte
Rpn1,3.43,0.00552,NL2,Astrocyte
Twf1,-1.14,0.447,NL2,Astrocyte
Ndufv1,4.06,0.0439,NL2,Astrocyte
Ythdf2,-1.13,0.474,NL2,Astrocyte
Lpgat1,2.4,0.0365,NL2,Astrocyte
Ptbp2,-1.04,0.703,NL2,Astrocyte
Ttc1,6.27,0.00161,NL2,Astrocyte
Grhpr,-1.27,0.207,NL2,Astrocyte
Diras1,1.55,0.0578,NL2,Astrocyte
Srgap2,1.32,0.235,NL2,Astrocyte
Bmp2k,-2.84,0.0244,NL2,Astrocyte
Pcca,9.49,0.00273,NL2,Astrocyte
Abhd3,2.95,0.0518,NL2,Astrocyte
Ugp2,-2.3,0.00273,NL2,Astrocyte
Sh2b1,9.01,0.017,NL2,Astrocyte
Rab4b,3.11,0.00411,NL2,Astrocyte
Snx18,-1.78,0.358,NL2,Astrocyte
Fgd4,-1.32,0.244,NL2,Astrocyte
Dst,1.14,0.506,NL2,Astrocyte
Smarca5,-1.31,0.387,NL2,Astrocyte
Lrp1,2.4,0.0373,NL2,Astrocyte
Sncb,-10.3,0.0398,NL2,Astrocyte
Fdps,-1.34,0.338,NL2,Astrocyte
Wdr7,3.2,0.0348,NL2,Astrocyte
Hlcs,8.99,0.00213,NL2,Astrocyte
Brinp1,1.51,0.43,NL2,Astrocyte
Vps16,2.28,0.112,NL2,Astrocyte
Als2,1.48,0.215,NL2,Astrocyte
Tardbp,1.52,0.223,NL2,Astrocyte
Hnrnpll,3.12,0.00127,NL2,Astrocyte
Etfdh,2.83,0.0345,NL2,Astrocyte
Tubgcp2,-3.47,0.0729,NL2,Astrocyte
Tf,4.21,0.016,NL2,Astrocyte
Rheb,1.19,0.214,NL2,Astrocyte
Sf3b3,-1.09,0.658,NL2,Astrocyte
Golga2,2.07,0.0118,NL2,Astrocyte
Fam49b,3.65,0.061,NL2,Astrocyte
Tor1aip1,1.52,0.929,NL2,Astrocyte
Dars,2.31,0.0707,NL2,Astrocyte
Ppp6r3,-1.14,0.583,NL2,Astrocyte
Mthfd1,1.03,0.78,NL2,Astrocyte
Pcyt2,1.38,0.513,NL2,Astrocyte
Tubb6,5.89,0.0484,NL2,Astrocyte
Clip1,1.28,0.421,NL2,Astrocyte
Tspan2,3.9,0.0476,NL2,Astrocyte
Frk,-2.32,0.221,NL2,Astrocyte
Tmem132a,1.4,0.22,NL2,Astrocyte
Glyr1,-2.42,0.0849,NL2,Astrocyte
Marc2,1.1,0.759,NL2,Astrocyte
Pycr2,-1.06,0.779,NL2,Astrocyte
Lrrc59,-5.17,0.0222,NL2,Astrocyte
Pde2a,3.03,0.00392,NL2,Astrocyte
Prpf3,-4.6,0.000455,NL2,Astrocyte
Dbr1,2.38,0.0468,NL2,Astrocyte
Wbp11,1.93,0.113,NL2,Astrocyte
Camk2g,-1.48,0.00962,NL2,Astrocyte
Tom1l1,-3.71,0.0844,NL2,Astrocyte
Gprc5b,6.13,0.00103,NL2,Astrocyte
Cic,-1.23,0.513,NL2,Astrocyte
Xpo5,1,0.924,NL2,Astrocyte
Letmd1,2.58,0.00744,NL2,Astrocyte
Mpi,3.03,0.00529,NL2,Astrocyte
Mrps2,3.91,0.00925,NL2,Astrocyte
Ppp2r2d,-5.14,0.0172,NL2,Astrocyte
Med1,1.79,0.584,NL2,Astrocyte
Sfxn5,3.48,0.00473,NL2,Astrocyte
Grip1,9.24,0.0265,NL2,Astrocyte
Taldo1,2.28,0.0961,NL2,Astrocyte
Hnrnpab,1.1,0.649,NL2,Astrocyte
Myo5a,3.92,0.00599,NL2,Astrocyte
Sec14l2,5.11,0.00359,NL2,Astrocyte
Wdr77,49.9,0.0119,NL2,Astrocyte
Slc33a1,6.13,0.0149,NL2,Astrocyte
Nrbp1,-1.08,0.492,NL2,Astrocyte
Nans,-1.39,0.741,NL2,Astrocyte
Nptxr,5.05,0.00418,NL2,Astrocyte
Mpst,3.83,0.0053,NL2,Astrocyte
Psip1,-4.39,0.00184,NL2,Astrocyte
Gpr37l1,9.16,0.00821,NL2,Astrocyte
Psmd6,3.94,0.0104,NL2,Astrocyte
Rap1b,3.77,0.0169,NL2,Astrocyte
Map4k3,-1.59,0.253,NL2,Astrocyte
Ggt7,-1.03,0.894,NL2,Astrocyte
Sfxn1,3.27,0.0054,NL2,Astrocyte
Tlcd1,6.34,0.0124,NL2,Astrocyte
Lims1,1.3,0.113,NL2,Astrocyte
Gorasp2,2.31,0.0714,NL2,Astrocyte
Eif3m,3.82,0.0173,NL2,Astrocyte
Nxf1,2.78,0.0188,NL2,Astrocyte
Hadhb,2.71,0.0287,NL2,Astrocyte
Plpp3,4.49,0.00117,NL2,Astrocyte
Actr3,4.84,0.0601,NL2,Astrocyte
Pdxdc1,1.34,0.33,NL2,Astrocyte
Nlgn1,10.6,0.108,NL2,Astrocyte
Arfgap2,2.04,0.0145,NL2,Astrocyte
Usp11,1.97,0.636,NL2,Astrocyte
Nono,1.25,0.479,NL2,Astrocyte
Rragc,2.44,0.0499,NL2,Astrocyte
Smox,-1.38,0.185,NL2,Astrocyte
Psat1,1.09,0.641,NL2,Astrocyte
Hagh,3.76,0.00748,NL2,Astrocyte
Vwa5a,1.14,0.532,NL2,Astrocyte
Rbm10,3.17,0.0594,NL2,Astrocyte
Stk24,-3.87,0.0113,NL2,Astrocyte
Aco2,4.17,0.0345,NL2,Astrocyte
Dctn2,-2.53,0.109,NL2,Astrocyte
Cmas,4.77,0.0053,NL2,Astrocyte
Clint1,-1.16,0.538,NL2,Astrocyte
Prpf19,2.63,0.0963,NL2,Astrocyte
Vmp1,4.53,0.258,NL2,Astrocyte
Mlf2,2.7,0.494,NL2,Astrocyte
Gak,1.96,0.0819,NL2,Astrocyte
Dhrs1,4.08,0.00104,NL2,Astrocyte
Cds2,4.25,0.037,NL2,Astrocyte
Eif2s2,-3.4,0.000509,NL2,Astrocyte
St13,1.24,0.597,NL2,Astrocyte
Sntb1,5.16,0.0464,NL2,Astrocyte
Ndufa10,2.82,0.016,NL2,Astrocyte
Eif2b1,1.77,0.00253,NL2,Astrocyte
Abcf2,1.65,0.0252,NL2,Astrocyte
Rtcb,2.91,0.0157,NL2,Astrocyte
Ptdss1,3.79,0.0134,NL2,Astrocyte
Clcc1,1.34,0.0326,NL2,Astrocyte
Hgs,5.58,0.00269,NL2,Astrocyte
Cttnbp2nl,-1.74,0.00248,NL2,Astrocyte
Abhd12,3.4,0.0121,NL2,Astrocyte
Park7,2.31,0.0361,NL2,Astrocyte
Nck1,-1.61,0.0565,NL2,Astrocyte
Epdr1,6,0.014,NL2,Astrocyte
Wdr6,2.02,0.0576,NL2,Astrocyte
Erc1,-2.1,0.0321,NL2,Astrocyte
Grk2,2.43,0.478,NL2,Astrocyte
Pccb,8.13,0.00333,NL2,Astrocyte
Gigyf1,-1.86,0.243,NL2,Astrocyte
Slc12a9,5.72,0.0046,NL2,Astrocyte
Mccc1,11.4,0.00152,NL2,Astrocyte
Adar,-1.57,0.258,NL2,Astrocyte
Tmem121b,-3.62,0.117,NL2,Astrocyte
Cyp4f3,1.87,0.0521,NL2,Astrocyte
Cadm3,2.56,0.0902,NL2,Astrocyte
Raf1,1.72,0.19,NL2,Astrocyte
Acss1,1.48,0.0418,NL2,Astrocyte
Sf3b1,-2.66,0.00538,NL2,Astrocyte
Rims1,3.47,0.0416,NL2,Astrocyte
Ankrd17,3.49,0.017,NL2,Astrocyte
Cntnap4,6.14,0.0258,NL2,Astrocyte
Rtn4,-1.54,0.0954,NL2,Astrocyte
Ogfr,-1.69,0.199,NL2,Astrocyte
Ntm,3.81,0.0094,NL2,Astrocyte
Rrbp1,-1.29,0.207,NL2,Astrocyte
Ubxn6,1.4,0.127,NL2,Astrocyte
Scd3,4.77,0.00652,NL2,Astrocyte
Arhgdia,3.23,0.0187,NL2,Astrocyte
Acsbg1,2.63,0.00181,NL2,Astrocyte
Prpf8,2.45,0.0279,NL2,Astrocyte
Atp5mg,7.86,0.192,NL2,Astrocyte
Hint3,2.17,0.0378,NL2,Astrocyte
Glo1,-1.06,0.371,NL2,Astrocyte
Mgst3,3.27,0.0137,NL2,Astrocyte
Glod4,-1.65,0.0495,NL2,Astrocyte
P2ry12,4.39,0.0518,NL2,Astrocyte
Cntnap2,5.23,0.00261,NL2,Astrocyte
Atg3,-2.85,0.00973,NL2,Astrocyte
Lap3,1.07,0.748,NL2,Astrocyte
Dmac1,3.77,0.0209,NL2,Astrocyte
Lamtor1,-1.6,0.264,NL2,Astrocyte
Stambp,-1.44,0.158,NL2,Astrocyte
Nudcd2,2.86,0.00375,NL2,Astrocyte
Pgls,1.3,0.3,NL2,Astrocyte
Decr1,-1.5,0.378,NL2,Astrocyte
Sdhb,2.47,0.0404,NL2,Astrocyte
Bzw1,1.67,0.649,NL2,Astrocyte
Sar1b,3.54,0.000295,NL2,Astrocyte
Rab5a,4.22,0.0258,NL2,Astrocyte
Nipsnap3b,3.75,0.00694,NL2,Astrocyte
Pcyox1,2.72,0.0217,NL2,Astrocyte
Tmem100,5.62,0.000744,NL2,Astrocyte
Gmfb,4.47,0.00451,NL2,Astrocyte
Cotl1,3.46,0.00503,NL2,Astrocyte
